Customer ID,Age,Gender,Item Purchased,Category,purchase amount(INR),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
454,54,Male,Jewelry,Accessories,4760,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly
455,37,Male,Jacket,Outerwear,8245,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly
456,54,Male,Blouse,Clothing,8500,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly
457,50,Male,Blouse,Clothing,8160,North Carolina,S,Indigo,Fall,4,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly
458,25,Male,Gloves,Accessories,8415,Karnataka,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months
459,47,Male,Shorts,Clothing,7735,Rajasthan,L,Black,Winter,4,Yes,2-Day Shipping,Yes,Yes,48,Google Pay,Monthly
460,63,Male,Hat,Accessories,2550,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,Google Pay,Fortnightly
461,64,Male,Shoes,Footwear,5525,South Carolina,L,Teal,Summer,,Yes,Store Pickup,Yes,Yes,27,Net Banking,Weekly
462,18,Male,Boots,Footwear,7905,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,PhonePe,Weekly
463,59,Male,Jacket,Outerwear,6885,Bihar,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,PhonePe,Every 3 Months
464,37,Male,Jewelry,Accessories,6885,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,PhonePe,Weekly
465,23,Male,Sunglasses,Accessories,4420,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,Google Pay,Monthly
466,54,Male,Skirt,Clothing,7480,Odisha,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly
467,38,Male,Jeans,Clothing,2040,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Google Pay,Weekly
468,19,Male,Backpack,Accessories,4335,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months
469,34,Male,Backpack,Accessories,3230,Georgia,S,Peach,Fall,5,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly
470,21,Male,Shorts,Clothing,3910,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly
471,50,Male,Dress,Clothing,5355,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months
472,55,Male,Scarf,Accessories,6120,Haryana,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Net Banking,Quarterly
473,20,Male,Jeans,Clothing,3315,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Net Banking,Quarterly
474,34,Male,Coat,Outerwear,3570,Kerala,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,Google Pay,Every 3 Months
475,62,Male,Sweater,Clothing,6460,Rajasthan,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly
476,21,Male,Sneakers,Footwear,5610,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually
477,21,Male,Scarf,Accessories,7650,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
478,42,Male,Sweater,Clothing,4760,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly
479,35,Male,Jewelry,Accessories,3655,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,PhonePe,Annually
480,39,Male,Handbag,Accessories,7140,Assam,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,PhonePe,Monthly
481,68,Male,Hoodie,Clothing,7480,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly
482,46,Male,Hat,Accessories,7480,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,Google Pay,Fortnightly
483,41,Male,Belt,Accessories,3570,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,PhonePe,Annually
484,23,Male,Hoodie,Clothing,6205,Odisha,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly
485,68,Male,Hat,Accessories,6205,Haryana,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Net Banking,Quarterly
486,48,Male,Shoes,Footwear,3740,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly
487,38,Male,Sandals,Footwear,5355,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,PhonePe,Every 3 Months
488,41,Male,Jacket,Outerwear,5780,Assam,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly
489,58,Male,Sweater,Clothing,2465,Andhra Pradesh,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,PhonePe,Weekly
490,49,Male,Socks,Clothing,7225,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,Google Pay,Annually
491,57,Male,Sneakers,Footwear,3570,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly
492,49,Male,Coat,Outerwear,5865,Vermont,M,Silver,Summer,,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly
493,50,Male,Shirt,Clothing,5270,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly
494,28,Male,Backpack,Accessories,4080,West Bengal,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly
495,38,Male,Boots,Footwear,5780,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly
496,33,Male,Handbag,Accessories,3060,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly
497,30,Male,Dress,Clothing,5355,Andhra Pradesh,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,PhonePe,Fortnightly
498,43,Male,Sneakers,Footwear,3315,Odisha,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly
499,43,Male,Boots,Footwear,6630,Assam,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Net Banking,Monthly
500,36,Male,Shoes,Footwear,8415,Karnataka,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,Google Pay,Monthly
501,36,Male,T-shirt,Clothing,2635,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,PhonePe,Every 3 Months
502,64,Male,Boots,Footwear,3825,Tamil Nadu,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,PhonePe,Annually
503,59,Male,Pants,Clothing,2550,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,Google Pay,Fortnightly
504,55,Male,Shoes,Footwear,2040,Kerala,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Net Banking,Quarterly
505,42,Male,Shoes,Footwear,1870,Haryana,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,Google Pay,Annually
506,61,Male,T-shirt,Clothing,5355,Andhra Pradesh,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly
507,28,Male,Scarf,Accessories,3400,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
508,65,Male,Shorts,Clothing,1700,Andhra Pradesh,M,Magenta,Spring,5,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly
509,27,Male,Jewelry,Accessories,1700,Bihar,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,Google Pay,Quarterly
510,41,Male,T-shirt,Clothing,6800,Gujarat,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly
511,21,Male,Shirt,Clothing,7395,Kerala,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22,PhonePe,Annually
512,61,Male,Shirt,Clothing,3910,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,Google Pay,Annually
513,19,Male,Gloves,Accessories,4165,New York,L,Peach,Winter,,Yes,Next Day Air,Yes,Yes,2,Net Banking,Monthly
514,22,Male,Scarf,Accessories,5525,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,PhonePe,Annually
515,64,Male,Skirt,Clothing,5270,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47,Google Pay,Quarterly
516,28,Male,Hat,Accessories,5695,Karnataka,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly
517,34,Male,Hoodie,Clothing,3485,Kerala,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly
518,61,Male,Boots,Footwear,4165,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months
519,24,Male,Blouse,Clothing,8500,Tamil Nadu,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16,PhonePe,Every 3 Months
520,19,Male,Belt,Accessories,4590,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,17,Net Banking,Quarterly
521,51,Male,Sunglasses,Accessories,7140,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20,Debit Card,Quarterly
522,36,Male,Shorts,Clothing,3485,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50,Net Banking,Annually
523,65,Male,Gloves,Accessories,7480,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly
524,46,Male,Sandals,Footwear,3400,Gujarat,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5,Google Pay,Quarterly
525,59,Male,Shirt,Clothing,3315,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,44,Google Pay,Annually
526,51,Male,Coat,Outerwear,3145,Assam,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Monthly
527,51,Male,Pants,Clothing,4420,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,Yes,19,Cash,Monthly
528,21,Male,T-shirt,Clothing,1955,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Net Banking,Every 3 Months
529,34,Male,Sneakers,Footwear,7480,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,Yes,40,Cash,Annually
530,32,Male,Shorts,Clothing,7140,Andhra Pradesh,M,Orange,Fall,3.7,Yes,Standard,Yes,Yes,6,Credit Card,Monthly
531,48,Male,Coat,Outerwear,3145,Maharastra,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly
532,50,Male,Sandals,Footwear,4335,Vermont,L,Purple,Fall,3.4,Yes,Next Day Air,Yes,Yes,42,Cash,Weekly
533,26,Male,Pants,Clothing,6460,Telangana,L,Black,Winter,4.1,Yes,Express,Yes,Yes,35,Net Banking,Every 3 Months
534,57,Male,Sandals,Footwear,5100,North Carolina,L,Pink,Spring,4.5,Yes,Next Day Air,Yes,Yes,17,Debit Card,Weekly
535,65,Male,Gloves,Accessories,6120,Tamil Nadu,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,Yes,4,Google Pay,Quarterly
536,56,Male,T-shirt,Clothing,3825,Kerala,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,Yes,24,Net Banking,Weekly
537,44,Male,Jacket,Outerwear,7140,Bihar,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months
538,50,Male,Blouse,Clothing,4165,Kerala,S,Turquoise,Summer,3,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually
539,27,Male,Socks,Clothing,1870,Kerala,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,Yes,43,Cash,Weekly
540,49,Male,Coat,Outerwear,4080,Kerala,M,Violet,Winter,4,Yes,Store Pickup,Yes,Yes,49,Debit Card,Weekly
541,49,Male,Dress,Clothing,3145,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33,Cash,Every 3 Months
542,52,Male,Jacket,Outerwear,2295,Connecticut,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly
543,27,Male,Boots,Footwear,6715,Bihar,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly
544,53,Male,Skirt,Clothing,8330,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11,Credit Card,Monthly
545,34,Male,Sandals,Footwear,5440,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,Yes,30,Net Banking,Every 3 Months
546,33,Male,Coat,Outerwear,2720,Alabama,L,Magenta,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
547,62,Male,Hoodie,Clothing,6290,New Mexico,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,Yes,45,PhonePe,Bi-Weekly
548,38,Male,Jacket,Outerwear,4250,West Bengal,M,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26,PhonePe,Weekly
549,36,Male,Backpack,Accessories,5440,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months
550,31,Male,Backpack,Accessories,2465,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37,PhonePe,Bi-Weekly
551,62,Male,Belt,Accessories,5270,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,Google Pay,Weekly
552,29,Male,Coat,Outerwear,6630,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly
553,24,Male,T-shirt,Clothing,7990,Haryana,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18,Net Banking,Weekly
554,63,Male,Sunglasses,Accessories,5015,Tamil Nadu,M,White,Winter,3.2,Yes,Express,Yes,Yes,15,Credit Card,Quarterly
555,56,Male,Sneakers,Footwear,3995,Minnesota,M,Red,Summer,3,Yes,Express,Yes,Yes,34,Net Banking,Weekly
556,63,Male,Gloves,Accessories,4845,Andhra Pradesh,M,White,Fall,4.8,Yes,Express,Yes,Yes,37,PhonePe,Annually
557,40,Male,Coat,Outerwear,7650,Maharastra,L,Indigo,Winter,5,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly
558,18,Male,Shirt,Clothing,5100,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31,Debit Card,Weekly
559,50,Male,Sneakers,Footwear,6545,Assam,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43,Debit Card,Every 3 Months
560,66,Male,Scarf,Accessories,3485,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Net Banking,Monthly
561,25,Male,Jewelry,Accessories,4080,Punjab,L,Red,Fall,,Yes,Free Shipping,Yes,Yes,12,Debit Card,Annually
562,65,Male,Jacket,Outerwear,5525,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,Google Pay,Fortnightly
563,53,Male,Jeans,Clothing,5270,Haryana,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40,Debit Card,Annually
564,61,Male,Shoes,Footwear,8415,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly
565,67,Male,Hoodie,Clothing,4930,Tamil Nadu,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30,Net Banking,Weekly
566,59,Male,Backpack,Accessories,3655,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,PhonePe,Weekly
567,55,Male,Sneakers,Footwear,7905,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly
568,21,Male,Blouse,Clothing,4250,New Hampshire,S,Red,Winter,3,Yes,Next Day Air,Yes,Yes,24,PhonePe,Fortnightly
569,44,Male,Pants,Clothing,7480,Utah,L,Red,Summer,4,Yes,Free Shipping,Yes,Yes,36,Google Pay,Monthly
570,65,Male,Skirt,Clothing,2805,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months
571,65,Male,T-shirt,Clothing,8415,Assam,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually
572,54,Male,Jacket,Outerwear,6460,Karnataka,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,PhonePe,Weekly
573,56,Male,Scarf,Accessories,8245,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Net Banking,Annually
574,58,Male,Pants,Clothing,5780,Andhra Pradesh,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
575,54,Male,Sneakers,Footwear,6715,Andhra Pradesh,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20,Net Banking,Bi-Weekly
576,58,Male,Jeans,Clothing,7310,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38,Google Pay,Monthly
577,48,Male,Hat,Accessories,5780,Washington,M,Black,Winter,5,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months
578,19,Male,Skirt,Clothing,4420,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41,PhonePe,Annually
579,69,Male,Sandals,Footwear,7650,Andhra Pradesh,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
580,58,Male,Sandals,Footwear,3485,Andhra Pradesh,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48,Credit Card,Annually
581,49,Male,Sweater,Clothing,6800,Assam,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10,Google Pay,Weekly
582,32,Male,Sweater,Clothing,8500,Assam,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12,Net Banking,Every 3 Months
583,40,Male,Jacket,Outerwear,6545,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2,Net Banking,Quarterly
584,25,Male,Shorts,Clothing,6630,Andhra Pradesh,L,Yellow,Spring,4,Yes,Store Pickup,Yes,Yes,38,Google Pay,Monthly
585,70,Male,Socks,Clothing,7990,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20,Debit Card,Monthly
586,69,Male,Socks,Clothing,1955,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Every 3 Months
587,45,Male,Hoodie,Clothing,1700,Wisconsin,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,9,PhonePe,Annually
588,29,Male,Socks,Clothing,7310,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48,Debit Card,Every 3 Months
589,47,Male,Boots,Footwear,5100,South Dakota,M,Violet,Fall,3,Yes,Standard,Yes,Yes,9,Debit Card,Quarterly
590,28,Male,Shirt,Clothing,5950,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40,Google Pay,Annually
591,64,Male,Belt,Accessories,3315,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30,PhonePe,Fortnightly
592,47,Male,Backpack,Accessories,3145,Karnataka,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly
593,60,Male,Boots,Footwear,2465,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42,PhonePe,Every 3 Months
594,67,Male,Coat,Outerwear,2975,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,9,Google Pay,Every 3 Months
595,35,Male,Hoodie,Clothing,7055,Odisha,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,6,Debit Card,Monthly
596,30,Male,Shoes,Footwear,6545,Gujarat,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,Google Pay,Quarterly
597,23,Male,Shoes,Footwear,3145,Maharastra,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36,PhonePe,Annually
598,70,Male,Jewelry,Accessories,5865,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,19,Net Banking,Fortnightly
599,21,Male,Dress,Clothing,5610,Andhra Pradesh,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months
600,51,Male,Boots,Footwear,2210,Telangana,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months
601,22,Male,Hat,Accessories,5355,South Carolina,M,Charcoal,Spring,5,Yes,2-Day Shipping,Yes,Yes,25,PhonePe,Monthly
602,32,Male,Backpack,Accessories,3230,Kerala,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly
603,37,Male,Shoes,Footwear,4930,Tamil Nadu,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Every 3 Months
604,31,Male,Handbag,Accessories,3910,Telangana,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,Google Pay,Every 3 Months
605,44,Male,Sunglasses,Accessories,7820,Kerala,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
606,40,Male,Hat,Accessories,2720,Andhra Pradesh,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Net Banking,Weekly
607,27,Male,Scarf,Accessories,7650,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,Google Pay,Monthly
608,47,Male,Hoodie,Clothing,1955,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly
609,41,Male,Backpack,Accessories,2125,Gujarat,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,PhonePe,Every 3 Months
610,51,Male,Sweater,Clothing,4590,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
611,53,Male,Shorts,Clothing,6120,Odisha,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Net Banking,Every 3 Months
612,43,Male,Scarf,Accessories,2805,Andhra Pradesh,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly
613,67,Male,Hat,Accessories,3655,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly
614,61,Male,Coat,Outerwear,4335,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly
615,68,Male,Jewelry,Accessories,7225,Idaho,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
616,67,Male,Sandals,Footwear,8500,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,PhonePe,Annually
617,29,Male,Gloves,Accessories,6120,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
618,50,Male,Backpack,Accessories,4845,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Net Banking,Quarterly
619,61,Male,Jacket,Outerwear,7990,Indiana,L,Cyan,Spring,4,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
620,19,Male,Backpack,Accessories,2890,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months
621,33,Male,Backpack,Accessories,7565,Karnataka,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,PhonePe,Every 3 Months
622,51,Male,Sunglasses,Accessories,2295,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly
623,69,Male,Socks,Clothing,5355,Georgia,S,Peach,Spring,4,Yes,Next Day Air,Yes,Yes,44,Net Banking,Fortnightly
624,19,Male,Shoes,Footwear,5950,West Bengal,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,Google Pay,Bi-Weekly
625,55,Male,Pants,Clothing,7395,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,Google Pay,Annually
626,49,Male,Jewelry,Accessories,6715,Gujarat,M,Red,Fall,4,Yes,Next Day Air,Yes,Yes,1,PhonePe,Weekly
627,31,Male,Sunglasses,Accessories,6715,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,PhonePe,Annually
628,42,Male,Sandals,Footwear,3740,Tamil Nadu,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,Google Pay,Monthly
629,69,Male,Sweater,Clothing,7225,Telangana,M,White,Fall,,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
630,26,Male,Shoes,Footwear,7650,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually
631,41,Male,Jewelry,Accessories,7990,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
632,55,Male,Boots,Footwear,5780,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
633,35,Male,Backpack,Accessories,4335,Kerala,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,PhonePe,Fortnightly
634,66,Male,Sandals,Footwear,2805,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly
635,36,Male,Sneakers,Footwear,5100,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,Google Pay,Weekly
636,27,Male,Hoodie,Clothing,5015,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
637,41,Male,Handbag,Accessories,2550,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Net Banking,Every 3 Months
638,21,Male,Sweater,Clothing,1700,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
639,53,Male,Sandals,Footwear,1700,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,Google Pay,Monthly
640,54,Male,Dress,Clothing,2040,Mississippi,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
641,53,Male,Skirt,Clothing,7480,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
642,47,Male,Blouse,Clothing,6630,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
643,64,Male,Skirt,Clothing,2125,Rajasthan,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
644,18,Male,Sweater,Clothing,4845,Tamil Nadu,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Net Banking,Every 3 Months
645,68,Male,Backpack,Accessories,7905,Punjab,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly
