customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
789,50,Male,Pants,Clothing,4335,Karnataka,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,18,Net Banking,Quarterly,Middle-aged,90
790,33,Male,Handbag,Accessories,7140,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,4,Credit Card,Bi-Weekly,Adults,14
791,22,Male,Sweater,Clothing,3145,Punjab,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,12,Net Banking,Quarterly,Young-adults,90
792,50,Male,Scarf,Accessories,3740,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,35,Google Pay,Fortnightly,Middle-aged,14
793,34,Male,Sneakers,Footwear,3825,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,45,PhonePe,Weekly,Adults,7
794,24,Male,Pants,Clothing,2975,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,16,Credit Card,Monthly,Young-adults,30
795,69,Male,Backpack,Accessories,4250,Karnataka,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,10,Debit Card,Fortnightly,Seniors,14
796,39,Male,Sandals,Footwear,2210,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,34,PhonePe,Annually,Adults,365
797,42,Male,Socks,Clothing,6630,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,43,Credit Card,Annually,Adults,365
798,42,Male,Coat,Outerwear,6970,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,38,Debit Card,Weekly,Adults,7
799,29,Male,Socks,Clothing,3315,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,48,Google Pay,Every 3 Months,Young-adults,90
800,55,Male,Belt,Accessories,4675,West Bengal,L,Brown,Summer,3.8,Yes,Free Shipping,Yes,31,Google Pay,Annually,Middle-aged,365
801,32,Male,Socks,Clothing,1700,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,20,Cash,Every 3 Months,Adults,90
802,25,Male,Belt,Accessories,2465,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,12,Credit Card,Fortnightly,Young-adults,14
803,38,Male,Pants,Clothing,3485,Gujarat,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,2,Net Banking,Weekly,Adults,7
804,32,Male,Shorts,Clothing,3230,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,30,PhonePe,Every 3 Months,Adults,90
805,43,Male,Boots,Footwear,3995,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,28,PhonePe,Quarterly,Adults,90
806,41,Male,Dress,Clothing,2550,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,40,Debit Card,Monthly,Adults,30
807,56,Male,Jeans,Clothing,4760,Tamil Nadu,L,Charcoal,Summer,2.7,Yes,Standard,Yes,46,Google Pay,Quarterly,Middle-aged,90
808,27,Male,T-shirt,Clothing,7565,New York,S,Brown,Winter,3.3,Yes,Express,Yes,15,Credit Card,Weekly,Young-adults,7
809,46,Male,Shoes,Footwear,8160,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,38,Cash,Every 3 Months,Middle-aged,90
810,48,Male,Boots,Footwear,6885,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,30,Google Pay,Bi-Weekly,Middle-aged,14
811,52,Male,Scarf,Accessories,7055,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,32,Debit Card,Bi-Weekly,Middle-aged,14
812,18,Male,Sneakers,Footwear,2975,Bihar,M,Green,Winter,2.7,Yes,Free Shipping,Yes,36,PhonePe,Quarterly,Young-adults,90
813,64,Male,Boots,Footwear,4760,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,32,Credit Card,Weekly,Seniors,7
814,54,Male,Handbag,Accessories,3825,Maharastra,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,14,Debit Card,Annually,Middle-aged,365
815,31,Male,Shirt,Clothing,5270,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,8,Google Pay,Monthly,Young-adults,30
816,30,Male,Hat,Accessories,7140,Kerala,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,27,PhonePe,Bi-Weekly,Young-adults,14
817,26,Male,Sweater,Clothing,2040,Bihar,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,24,Debit Card,Monthly,Young-adults,30
818,25,Male,Handbag,Accessories,1785,West Bengal,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,30,Google Pay,Fortnightly,Young-adults,14
819,59,Male,Shirt,Clothing,7735,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,34,Debit Card,Monthly,Seniors,30
820,55,Male,Sunglasses,Accessories,3060,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,28,Debit Card,Quarterly,Middle-aged,90
821,56,Male,Sneakers,Footwear,3315,Punjab,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,27,Debit Card,Monthly,Middle-aged,30
822,62,Male,Hoodie,Clothing,3315,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,31,Credit Card,Bi-Weekly,Seniors,14
823,35,Male,Shirt,Clothing,5015,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,23,Net Banking,Annually,Adults,365
824,51,Male,Sunglasses,Accessories,2295,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,11,Credit Card,Quarterly,Middle-aged,90
825,61,Male,Blouse,Clothing,7990,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,48,Cash,Quarterly,Seniors,90
826,27,Male,Belt,Accessories,7990,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,17,Cash,Monthly,Young-adults,30
827,54,Male,Dress,Clothing,7990,Telangana,M,Purple,Winter,3.6,Yes,Standard,Yes,36,Google Pay,Weekly,Middle-aged,7
828,31,Male,Shoes,Footwear,4335,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,33,Net Banking,Fortnightly,Young-adults,14
829,24,Male,Socks,Clothing,5270,West Bengal,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,27,Google Pay,Bi-Weekly,Young-adults,14
830,42,Male,Socks,Clothing,4845,Idaho,S,Silver,Spring,3.7,Yes,2-Day Shipping,Yes,14,Credit Card,Fortnightly,Adults,14
831,41,Male,Shorts,Clothing,6460,Kerala,M,Maroon,Fall,4.2,Yes,Express,Yes,5,Credit Card,Annually,Adults,365
832,66,Male,Gloves,Accessories,5355,Washington,M,Red,Summer,4.3,Yes,Express,Yes,47,Cash,Every 3 Months,Seniors,90
833,58,Male,Jacket,Outerwear,6800,Andhra Pradesh,L,Blue,Fall,2.5,Yes,Express,Yes,28,Cash,Bi-Weekly,Seniors,14
834,43,Male,Handbag,Accessories,5780,Odisha,M,Purple,Fall,3.5,Yes,Standard,Yes,11,Credit Card,Annually,Adults,365
835,52,Male,Backpack,Accessories,7565,West Bengal,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,18,Credit Card,Weekly,Middle-aged,7
836,35,Male,Boots,Footwear,2210,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,21,Debit Card,Weekly,Adults,7
837,23,Male,Gloves,Accessories,7650,Kerala,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,22,Cash,Bi-Weekly,Young-adults,14
838,25,Male,Hoodie,Clothing,2380,Bihar,L,Brown,Spring,4.9,Yes,Express,Yes,33,Cash,Every 3 Months,Young-adults,90
839,33,Male,Coat,Outerwear,2465,Karnataka,M,Gray,Spring,4.3,Yes,Express,Yes,49,Credit Card,Annually,Adults,365
840,48,Male,Shirt,Clothing,2635,Bihar,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,10,Debit Card,Every 3 Months,Middle-aged,90
841,42,Male,Shirt,Clothing,2040,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,18,Google Pay,Weekly,Adults,7
842,55,Male,Sweater,Clothing,7480,Telangana,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,28,Google Pay,Fortnightly,Middle-aged,14
843,59,Male,Shirt,Clothing,7395,Haryana,M,Violet,Spring,3.6,Yes,Express,Yes,25,Google Pay,Weekly,Seniors,7
844,65,Male,Hoodie,Clothing,6800,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,6,Google Pay,Weekly,Seniors,7
845,59,Male,Sandals,Footwear,4080,Haryana,L,Purple,Winter,4.4,Yes,Express,Yes,44,PhonePe,Bi-Weekly,Seniors,14
846,31,Male,Belt,Accessories,1785,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,30,PhonePe,Monthly,Young-adults,30
847,49,Male,Boots,Footwear,6120,Karnataka,M,Pink,Spring,3.7,Yes,Express,Yes,42,Debit Card,Quarterly,Middle-aged,90
848,53,Male,Hoodie,Clothing,3740,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,30,Google Pay,Monthly,Middle-aged,30
849,48,Male,Sandals,Footwear,6205,Gujarat,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,33,Credit Card,Bi-Weekly,Middle-aged,14
850,23,Male,Jeans,Clothing,5185,Haryana,S,Charcoal,Spring,4.3,Yes,Express,Yes,24,Google Pay,Quarterly,Young-adults,90
851,68,Male,Shoes,Footwear,1700,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,13,PhonePe,Monthly,Seniors,30
852,35,Male,Sandals,Footwear,7310,Telangana,M,Red,Summer,2.9,Yes,Express,Yes,19,Debit Card,Monthly,Adults,30
853,34,Male,Dress,Clothing,5100,Tamil Nadu,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,23,Debit Card,Every 3 Months,Adults,90
854,62,Male,Hat,Accessories,3655,Gujarat,L,Orange,Winter,4.0,Yes,Free Shipping,Yes,35,Cash,Monthly,Seniors,30
855,21,Male,Pants,Clothing,3740,Andhra Pradesh,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,22,PhonePe,Monthly,Young-adults,30
856,70,Male,Socks,Clothing,6460,Tamil Nadu,L,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,14,Credit Card,Quarterly,Seniors,90
857,55,Male,Shirt,Clothing,2805,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,47,Debit Card,Fortnightly,Middle-aged,14
858,43,Male,Shorts,Clothing,5100,Haryana,L,Cyan,Fall,3.0,Yes,Standard,Yes,50,Debit Card,Every 3 Months,Adults,90
859,19,Male,Jacket,Outerwear,2210,Odisha,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,33,Google Pay,Weekly,Young-adults,7
860,47,Male,Hoodie,Clothing,6205,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,7,Debit Card,Monthly,Middle-aged,30
861,26,Male,Shoes,Footwear,7395,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,3,Cash,Monthly,Young-adults,30
862,46,Male,Skirt,Clothing,8500,Kerala,XL,Green,Spring,3.7,Yes,2-Day Shipping,Yes,35,Credit Card,Every 3 Months,Middle-aged,90
863,19,Male,Coat,Outerwear,7140,Rajasthan,M,Charcoal,Winter,4.9,Yes,Standard,Yes,13,Google Pay,Fortnightly,Young-adults,14
864,49,Male,Sneakers,Footwear,3485,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,42,Google Pay,Fortnightly,Middle-aged,14
865,51,Male,Jeans,Clothing,5015,Karnataka,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,5,Google Pay,Annually,Middle-aged,365
866,64,Male,Blouse,Clothing,2210,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,23,PhonePe,Annually,Seniors,365
867,67,Male,Sunglasses,Accessories,5865,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,11,Google Pay,Bi-Weekly,Seniors,14
868,37,Male,Jacket,Outerwear,1700,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,23,Net Banking,Fortnightly,Adults,14
869,40,Male,Dress,Clothing,7055,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,2,Credit Card,Every 3 Months,Adults,90
870,38,Male,Hat,Accessories,4590,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,33,Google Pay,Weekly,Adults,7
871,66,Male,Hoodie,Clothing,5610,Kerala,M,Blue,Fall,2.5,Yes,Standard,Yes,6,Net Banking,Bi-Weekly,Seniors,14
872,47,Male,Handbag,Accessories,3570,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,45,Debit Card,Quarterly,Middle-aged,90
873,56,Male,Jeans,Clothing,2805,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,25,Cash,Quarterly,Middle-aged,90
874,51,Male,Boots,Footwear,6545,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,24,PhonePe,Quarterly,Middle-aged,90
875,25,Male,Jacket,Outerwear,5525,Andhra Pradesh,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,10,PhonePe,Every 3 Months,Young-adults,90
876,37,Male,Sandals,Footwear,3315,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,7,Net Banking,Every 3 Months,Adults,90
877,41,Male,Belt,Accessories,4335,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,1,Debit Card,Weekly,Adults,7
878,64,Male,Handbag,Accessories,5525,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,45,PhonePe,Every 3 Months,Seniors,90
879,23,Male,Sunglasses,Accessories,7565,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,37,Debit Card,Weekly,Young-adults,7
880,62,Male,Skirt,Clothing,6460,Kerala,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,14,Google Pay,Quarterly,Seniors,90
881,39,Male,Backpack,Accessories,6375,West Bengal,L,Red,Spring,3.1,Yes,Express,Yes,25,Debit Card,Monthly,Adults,30
882,52,Male,Sandals,Footwear,5185,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,18,PhonePe,Annually,Middle-aged,365
883,50,Male,Boots,Footwear,2975,Kerala,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,37,Cash,Every 3 Months,Middle-aged,90
884,28,Male,Sneakers,Footwear,3145,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,30,Net Banking,Monthly,Young-adults,30
885,67,Male,Skirt,Clothing,7735,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,34,Net Banking,Weekly,Seniors,7
886,41,Male,Dress,Clothing,8415,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,49,Debit Card,Every 3 Months,Adults,90
887,19,Male,Shorts,Clothing,4590,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,48,Net Banking,Monthly,Young-adults,30
888,70,Male,Handbag,Accessories,3995,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,33,Google Pay,Fortnightly,Seniors,14
889,49,Male,Scarf,Accessories,6545,New Hampshire,S,Gold,Spring,3.8,Yes,Express,Yes,44,Cash,Annually,Middle-aged,365
890,59,Male,Belt,Accessories,7140,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,50,PhonePe,Weekly,Seniors,7
891,52,Male,Gloves,Accessories,4335,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,47,Credit Card,Monthly,Middle-aged,30
892,20,Male,Skirt,Clothing,2210,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,24,Google Pay,Every 3 Months,Young-adults,90
893,31,Male,Shorts,Clothing,5440,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,43,Debit Card,Monthly,Young-adults,30
894,33,Male,Backpack,Accessories,4335,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,14,PhonePe,Monthly,Adults,30
895,44,Male,Hoodie,Clothing,5100,Kerala,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,3,Debit Card,Quarterly,Adults,90
896,40,Male,Hat,Accessories,5865,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,33,Debit Card,Quarterly,Adults,90
897,69,Male,Jewelry,Accessories,2465,Rajasthan,M,Lavender,Spring,4.7,Yes,Express,Yes,38,Cash,Fortnightly,Seniors,14
898,29,Male,Shirt,Clothing,7735,Bihar,M,Gray,Spring,3.4,Yes,Express,Yes,46,PhonePe,Weekly,Young-adults,7
899,54,Male,Belt,Accessories,5950,West Bengal,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,19,Net Banking,Every 3 Months,Middle-aged,90
900,65,Male,Sweater,Clothing,4930,Karnataka,M,Peach,Summer,4.0,Yes,Standard,Yes,20,Google Pay,Annually,Seniors,365
901,54,Male,Hat,Accessories,8330,Kerala,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,42,Net Banking,Quarterly,Middle-aged,90
902,60,Male,Scarf,Accessories,5780,Haryana,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,34,Cash,Monthly,Seniors,30
903,43,Male,Hat,Accessories,3740,Karnataka,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,5,Cash,Monthly,Adults,30
904,44,Male,Jacket,Outerwear,3825,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,3,Google Pay,Quarterly,Adults,90
905,69,Male,T-shirt,Clothing,8415,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,46,Google Pay,Every 3 Months,Seniors,90
906,46,Male,Dress,Clothing,5780,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,16,PhonePe,Annually,Middle-aged,365
907,41,Male,Pants,Clothing,4760,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,21,Debit Card,Bi-Weekly,Adults,14
908,32,Male,Sweater,Clothing,3655,Haryana,L,Cyan,Winter,4.4,Yes,Express,Yes,34,Credit Card,Bi-Weekly,Adults,14
909,26,Male,Sunglasses,Accessories,8415,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,9,Google Pay,Every 3 Months,Young-adults,90
910,61,Male,Belt,Accessories,4760,Punjab,L,Silver,Fall,2.7,Yes,Express,Yes,36,Google Pay,Weekly,Seniors,7
911,49,Male,Hoodie,Clothing,2125,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,22,Credit Card,Monthly,Middle-aged,30
912,53,Male,Pants,Clothing,6290,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,2,Net Banking,Quarterly,Middle-aged,90
913,24,Male,Hoodie,Clothing,4760,Rajasthan,M,Green,Winter,3.4,Yes,Next Day Air,Yes,32,Net Banking,Monthly,Young-adults,30
914,37,Male,Sneakers,Footwear,3995,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,29,Cash,Every 3 Months,Adults,90
915,43,Male,Dress,Clothing,5695,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,27,PhonePe,Every 3 Months,Adults,90
916,31,Male,Dress,Clothing,1870,Karnataka,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,33,Credit Card,Fortnightly,Young-adults,14
917,49,Male,Jeans,Clothing,2890,Bihar,S,Blue,Spring,2.7,Yes,Standard,Yes,16,PhonePe,Monthly,Middle-aged,30
918,69,Male,Sweater,Clothing,5440,Haryana,M,Maroon,Spring,3.7,Yes,Standard,Yes,11,Net Banking,Quarterly,Seniors,90
919,65,Male,Shorts,Clothing,3570,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,11,Cash,Fortnightly,Seniors,14
920,41,Male,Shirt,Clothing,6970,Telangana,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,17,Debit Card,Bi-Weekly,Adults,14
921,37,Male,Belt,Accessories,6885,Rajasthan,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,37,Cash,Weekly,Adults,7
922,70,Male,Coat,Outerwear,2040,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,18,Google Pay,Weekly,Seniors,7
923,63,Male,Sneakers,Footwear,5100,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,13,Credit Card,Monthly,Seniors,30
924,55,Male,Shirt,Clothing,2040,Rajasthan,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,7,Google Pay,Weekly,Middle-aged,7
925,52,Male,Socks,Clothing,6630,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,37,Cash,Quarterly,Middle-aged,90
926,22,Male,Jeans,Clothing,7480,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,8,Cash,Monthly,Young-adults,30
927,54,Male,Jeans,Clothing,5355,Telangana,XL,Green,Spring,4.4,Yes,Express,Yes,11,Cash,Bi-Weekly,Middle-aged,14
928,28,Male,Sneakers,Footwear,6630,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,8,PhonePe,Bi-Weekly,Young-adults,14
929,67,Male,Dress,Clothing,3145,Rajasthan,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,31,Cash,Every 3 Months,Seniors,90
930,59,Male,Boots,Footwear,7990,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,26,Debit Card,Fortnightly,Seniors,14
931,26,Male,T-shirt,Clothing,6630,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,20,Credit Card,Bi-Weekly,Young-adults,14
932,24,Male,Coat,Outerwear,3060,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,24,Net Banking,Fortnightly,Young-adults,14
933,62,Male,Skirt,Clothing,2040,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,45,Debit Card,Bi-Weekly,Seniors,14
934,70,Male,Sneakers,Footwear,7140,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,33,Debit Card,Monthly,Seniors,30
935,45,Male,Jeans,Clothing,3995,Tamil Nadu,S,Yellow,Spring,3.7,Yes,Express,Yes,21,Net Banking,Monthly,Middle-aged,30
936,58,Male,Hoodie,Clothing,4335,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,2,Net Banking,Fortnightly,Seniors,14
937,31,Male,Shoes,Footwear,7140,Andhra Pradesh,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,28,Cash,Weekly,Young-adults,7
938,32,Male,Shorts,Clothing,2040,Assam,M,Magenta,Summer,2.7,Yes,Express,Yes,18,PhonePe,Quarterly,Adults,90
939,36,Male,Blouse,Clothing,8245,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,21,Debit Card,Fortnightly,Adults,14
940,25,Male,T-shirt,Clothing,7565,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,24,Credit Card,Monthly,Young-adults,30
941,48,Male,Belt,Accessories,3740,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,15,Google Pay,Every 3 Months,Middle-aged,90
942,39,Male,Handbag,Accessories,2975,Bihar,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,38,Google Pay,Every 3 Months,Adults,90
943,26,Male,Dress,Clothing,7735,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,38,Google Pay,Bi-Weekly,Young-adults,14
944,32,Male,Hat,Accessories,5355,Odisha,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,13,PhonePe,Fortnightly,Adults,14
945,54,Male,Belt,Accessories,8245,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,39,Cash,Bi-Weekly,Middle-aged,14
946,38,Male,Boots,Footwear,3230,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,8,PhonePe,Every 3 Months,Adults,90
947,46,Male,Coat,Outerwear,2040,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,4,Google Pay,Quarterly,Middle-aged,90
948,57,Male,Blouse,Clothing,2720,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,6,Cash,Every 3 Months,Middle-aged,90
949,49,Male,Hat,Accessories,7650,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,11,PhonePe,Every 3 Months,Middle-aged,90
950,33,Male,Jeans,Clothing,3060,Maharastra,M,Olive,Summer,3.4,Yes,Standard,Yes,49,PhonePe,Monthly,Adults,30
951,54,Male,Backpack,Accessories,3145,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,30,Google Pay,Quarterly,Middle-aged,90
952,47,Male,Dress,Clothing,4335,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,34,Net Banking,Monthly,Middle-aged,30
953,36,Male,Hat,Accessories,6035,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,28,Google Pay,Monthly,Adults,30
954,68,Male,Sunglasses,Accessories,4250,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,36,PhonePe,Quarterly,Seniors,90
955,60,Male,Hat,Accessories,6290,Punjab,S,Turquoise,Fall,3.5,Yes,Standard,Yes,18,Credit Card,Every 3 Months,Seniors,90
956,55,Male,Dress,Clothing,6375,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,4,Google Pay,Monthly,Middle-aged,30
957,29,Male,Shirt,Clothing,8415,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,42,Debit Card,Quarterly,Young-adults,90
958,38,Male,Scarf,Accessories,1955,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,11,Cash,Quarterly,Adults,90
959,70,Male,Sneakers,Footwear,4505,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,31,Credit Card,Bi-Weekly,Seniors,14
960,36,Male,Skirt,Clothing,8415,West Bengal,M,Cyan,Spring,2.6,Yes,Standard,Yes,12,Cash,Fortnightly,Adults,14
961,18,Male,Jewelry,Accessories,4080,Punjab,XL,Indigo,Spring,4.4,Yes,Standard,Yes,20,PhonePe,Quarterly,Young-adults,90
962,62,Male,Boots,Footwear,6120,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,Seniors,90
963,29,Male,Sunglasses,Accessories,5440,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,26,Debit Card,Fortnightly,Young-adults,14
964,21,Male,Boots,Footwear,5355,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,14,Credit Card,Weekly,Young-adults,7
965,42,Male,Sandals,Footwear,4335,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,12,PhonePe,Bi-Weekly,Adults,14
966,43,Male,Boots,Footwear,4675,Gujarat,L,Black,Spring,5.0,Yes,Store Pickup,Yes,10,Credit Card,Annually,Adults,365
967,58,Male,Dress,Clothing,4675,Karnataka,M,Brown,Spring,4.9,Yes,Express,Yes,19,Cash,Annually,Seniors,365
968,27,Male,Hoodie,Clothing,2210,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,4,Cash,Weekly,Young-adults,7
969,57,Male,Shorts,Clothing,5695,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,48,Net Banking,Quarterly,Middle-aged,90
970,40,Male,Coat,Outerwear,2635,Andhra Pradesh,S,Pink,Fall,3.2,Yes,Express,Yes,37,Google Pay,Monthly,Adults,30
971,45,Male,Jeans,Clothing,5610,Andhra Pradesh,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,4,Cash,Monthly,Middle-aged,30
972,47,Male,Sunglasses,Accessories,5695,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,15,Credit Card,Weekly,Middle-aged,7
